Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43723901,Lifespan: Why We Age―and Why We Don't Have To,David A. Sinclair,"Sinclair, David A.",,"=""1501191977""","=""9781501191978""",0,4.12,Atria Books,Hardcover,432,2019,2019,,2024/02/07,to-read,to-read (#26),to-read,,,,0,0
156552773,Going Infinite: The Rise and Fall of a New Tycoon,Michael   Lewis,"Lewis, Michael",,"=""1324074345""","=""9781324074342""",5,3.83,W. W. Norton & Company,Kindle Edition,261,2023,2023,2024/02/05,2024/02/05,,,read,"The ending had a wonderfully accurate and dark metaphor of SBF’s dog potentially doing him in… great tension break / comic relief. In that moment I was at a point of a complicated frustration with everyone from Sam (for making steps forward with EA the undoing it all and with his lack of organization and perhaps lack of I don’t know what…) to the frustration with his colleagues… and the lawyers (John Ray). <br/><br/>Before I make this next comparison I would like to add I just did some brief research and it seems over $7 billion has already been recovered from the FTX liquidation.<br/><br/>What a mess. It absolutely reminds me of Malcom Gladwell’s chapter on Amanda Knox. Knox was a woman wrongfully convicted of murder.<br/><br/>Crypto is new, unfamiliar and its value to most of the world seems to be viewed as another gambling game for affluent societies. It has not yet traversed into a stable currency for lesser developed countries, economists have hoped it will.<br/><br/>SBF is a pod (Seinfeld reference). The convergence of the two with all that money made for a perfect storm.<br/><br/>Unfortunately this storm will set crypto and effective altruism back.<br/><br/>What a story. Honestly I did not rate this 5 stars because it was an easy read. It was not. But I can’t imagine how frustrating it was for the author to try to make sense of this mess. Furthermore, how to organize a narrative with all the disparate pieces they must have witnessed. Thank you for putting in the time.<br/><br/>",true,,1,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",0,4.22,Penguin Books,Paperback,818,2005,2004,,2024/02/05,to-read,to-read (#25),to-read,,,,0,0
37782512,Le mystère Henri Pick,David Foenkinos,"Foenkinos, David",,"=""2072762049""","=""9782072762048""",4,3.64,Editions Gallimard,Kindle Edition,337,2018,2016,2024/01/22,2024/01/22,,,read,,,,1,0
59985304,L'Enigme de la chambre 622 (French Edition),Joël Dicker,"Dicker, Joël",,"=""2889730166""","=""9782889730162""",5,3.90,Rosie & Wolfe,Kindle Edition,562,2022,2020,2023/12/06,2023/12/06,,,read,,,,1,0
157095669,Hidden Potential: The Science of Achieving Greater Things,Adam M. Grant,"Grant, Adam M.",,"=""0593653149""","=""9780593653142""",0,4.10,Viking,Hardcover,304,2023,2023,,2023/11/04,to-read,to-read (#24),to-read,,,,0,0
61317425,"Emily Wilde's Encyclopaedia of Faeries (Emily Wilde, #1)",Heather Fawcett,"Fawcett, Heather",,"=""""","=""""",4,3.96,Del Rey ,Kindle Edition,354,2023,2023,2023/10/12,2023/01/01,,,read,,,,1,0
41721428,Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,"Goggins, David",,"=""1544512260""","=""""",0,4.30,Lioncrest Publishing,Kindle Edition,366,2018,2018,,2023/09/16,to-read,to-read (#23),to-read,,,,0,0
37559166,"Measure What Matters: How Google, Bono, and the Gates Foundation Rock the World with OKRs",John Doerr,"Doerr, John",Larry Page,"=""052553623X""","=""9780525536239""",5,3.98,Portfolio,Kindle Edition,320,2018,2017,2023/09/15,2023/04/30,,,read,,,,1,0
1142408,How: Why How We Do Anything Means Everything...in Business (and in Life),Dov Seidman,"Seidman, Dov",,"=""0471751227""","=""9780471751229""",0,3.59,Wiley,Hardcover,352,2007,2007,,2023/09/14,to-read,to-read (#22),to-read,,,,0,0
20435697,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""""","=""""",5,4.48,Vintage,Kindle Edition,793,2010,2010,2023/08/31,2023/08/02,,,read,,,,1,0
60623908,Power And Prediction: The Disruptive Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""1647824192""","=""9781647824198""",4,4.22,Harvard Business Review Press,Hardcover,256,2022,,2023/08/11,2023/04/30,,,read,,,,1,0
46266188,The Fifth Risk: Undoing Democracy,Michael   Lewis,"Lewis, Michael",,"=""0393357457""","=""9780393357455""",0,4.09,W. W. Norton & Company,Paperback,255,2019,2018,,2023/08/08,to-read,to-read (#21),to-read,,,,0,0
38910346,Prediction Machines: The Simple Economics of Artificial Intelligence,Ajay Agrawal,"Agrawal, Ajay","Joshua Gans, Avi Goldfarb","=""1633695670""","=""9781633695672""",0,3.86,Harvard Business Review Press,Hardcover,272,2018,,,2023/07/30,to-read,to-read (#20),to-read,,,,0,0
35038829,Infinity Born,Douglas E. Richards,"Richards, Douglas E.",,"=""""","=""""",5,4.21,Paragon Press,Kindle Edition,408,2017,2017,2023/07/29,2023/07/29,,,read,,,,1,0
16256798,The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,"Keller, Gary",Jay Papasan,"=""1885167776""","=""9781885167774""",0,4.13,Bard Press,Hardcover,240,2013,2012,,2023/07/08,to-read,to-read (#19),to-read,,,,0,0
22668729,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",Ryan Hoover,"=""1591847788""","=""9781591847786""",0,4.12,Portfolio,Hardcover,256,2014,2013,,2023/07/08,to-read,to-read (#18),to-read,,,,0,0
40488122,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,"=""""","=""""",5,4.13,Random House,Kindle Edition,405,2012,2012,2023/07/04,2023/07/04,,,read,,,,1,0
54226795,Mine!: How the Hidden Rules of Ownership Control Our Lives,Michael A. Heller,"Heller, Michael A.",James Salzman,"=""0385544723""","=""9780385544726""",0,4.11,Doubleday,Hardcover,336,2021,2021,,2023/05/21,to-read,to-read (#17),to-read,,,,0,0
89158,Expert Political Judgment: How Good Is It? How Can We Know?,Philip E. Tetlock,"Tetlock, Philip E.",,"=""0691128715""","=""9780691128719""",0,3.98,Princeton University Press,Paperback,344,2006,2005,,2023/05/19,to-read,to-read (#16),to-read,,,,0,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",0,4.05,St. Martin's Press,Hardcover,336,2017,2017,,2023/04/30,to-read,to-read (#15),to-read,,,,0,0
25614523,Originals: How Non-Conformists Move the World,Adam M. Grant,"Grant, Adam M.",,"=""0525429565""","=""9780525429562""",5,3.95,Viking,Hardcover,326,2016,2016,2023/05/01,2023/03/31,,,read,,,,1,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.07,Crown Publishers,Hardcover,333,2012,2012,,2023/04/27,to-read,to-read (#14),to-read,,,,0,0
60784393,If We're Being Honest,Cat Shook,"Shook, Cat",,"=""1250847540""","=""9781250847546""",0,3.46,Celadon Books,Hardcover,304,2023,2023,,2023/04/27,to-read,to-read (#13),to-read,,,,0,0
40745,Mindset: The New Psychology of Success,Carol S. Dweck,"Dweck, Carol S.",,"=""""","=""""",0,4.09,Random House,Hardcover,276,2006,2006,,2023/04/23,to-read,to-read (#12),to-read,,,,0,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""""","=""""",4,4.01,Time Warner Book Group,Paperback,301,2002,2000,,2022/04/04,,,read,,,,1,0
27213329,Grit: The Power of Passion and Perseverance,Angela Duckworth,"Duckworth, Angela",,"=""1443442313""","=""9781443442312""",4,4.08,Collins,Hardcover,277,2016,2016,2023/03/01,2022/04/04,,,read,,,,2,0
3938178,Debugging: The 9 Indispensable Rules for Finding Even the Most Elusive Software and Hardware Problems,David J. Agans,"Agans, David J.",Dave Agans,"=""0814474578""","=""9780814474570""",0,4.26,AMACOM,Paperback,192,2006,2002,,2023/02/03,to-read,to-read (#11),to-read,,,,0,0
18162954,Galatea,Madeline Miller,"Miller, Madeline",,"=""1408848147""","=""""",0,3.93,Bloomsbury Paperbacks,Kindle Edition,27,2013,2013,,2023/01/28,to-read,to-read (#10),to-read,,,,0,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",0,4.22,"Little, Brown and Company",Hardcover,393,2018,2018,,2023/01/28,to-read,to-read (#9),to-read,,,,0,0
59062169,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",4,4.30,Ecco,Paperback,378,2012,2011,2023/01/29,2023/01/28,,,read,,,,1,0
60476537,Le Réveil (French Edition),Laurent Gounelle,"Gounelle, Laurent",,"=""""","=""""",0,3.67,Calmann-Lévy,Kindle Edition,170,2022,2022,,2023/01/17,,,read,,,,1,0
41070908,Leurs enfants après eux,Nicolas Mathieu,"Mathieu, Nicolas",,"=""2330108710""","=""9782330108717""",0,3.88,Actes Sud,Paperback,426,2018,2018,,2023/01/03,to-read,to-read (#8),to-read,,,,0,0
39704901,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",3,4.18,Harper,Kindle Edition,455,2017,2015,2023/01/02,2023/01/02,,,read,"I like it and glad he wrote it. <br/><br/>Maybe it could have been shorter.<br/><br/>Deus was probably harder to write than Sapiens. Sapiens was packed with facts and fluid story telling.<br/>Deus 1) beat us with questions about consciousness vs algorithm then 2) tried to peek into how things might play out for humanity as algorithms/data evolve. And for the latter, I wonder the difficulty and second guessing Harari might have went through to put into words.<br/><br/>I want to thank Harari for Deus after Sapiens. It’s refreshing and a gift to us to have someone that is clearly knowledgeable of human history to observe what is quickly happening in front of us, and try to makes sense it.<br/><br/>I sense Harari holds a fairly neutral perspective of past and future. He doesn’t romanticize any period in history or hold strong attachments to how things should be. He executed Deus as a very good thought experiment.",,,1,0
3772405,L'homme qui voulait être heureux,Laurent Gounelle,"Gounelle, Laurent",,"=""2843374707""","=""9782843374708""",4,3.85,Editions Anne Carriere,Paperback,168,2008,2008,2022/11/22,2022/12/16,,,read,,,,1,0
61856193,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",4,3.81,,Kindle Edition,,2022,1952,2022/09/10,2022/09/10,,,read,,,,1,0
54906250,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",5,4.50,Ballantine Books,ebook,549,2021,2021,2022/10/20,2022/09/29,,,read,,,,1,0
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552152978""","=""9780552152976""",3,4.32,Corgi,Paperback,389,2005,1992,2022/09/27,2022/09/13,,,read,,,,1,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",5,4.32,Avery,Kindle Edition,319,2018,2018,2022/09/16,2022/09/16,,,read,,,,2,0
50358502,The Paris Secret,Natasha Lester,"Lester, Natasha",,"=""153871728X""","=""9781538717288""",0,4.47,Forever,Paperback,496,2020,2020,,2022/09/13,to-read,to-read (#7),to-read,,,,0,0
22174460,The Age of Cryptocurrency: How Bitcoin and Digital Money Are Challenging the Global Economic Order,Paul Vigna,"Vigna, Paul",Michael J. Casey,"=""1250065631""","=""9781250065636""",0,3.83,St. Martin's Press,Hardcover,368,2015,2015,,2022/09/13,to-read,to-read (#6),to-read,,,,0,0
25894041,"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World",Don Tapscott,"Tapscott, Don",Alex Tapscott,"=""0670069973""","=""9780670069972""",0,3.39,Portfolio,Hardcover,368,2016,2016,,2022/09/13,to-read,to-read (#5),to-read,,,,0,0
54304294,Sensitive Is the New Strong: The Power of Empaths in an Increasingly Harsh World,Anita Moorjani,"Moorjani, Anita",,"=""1501196677""","=""9781501196676""",0,3.96,Atria/Enliven Books,Hardcover,203,2021,,,2022/09/13,to-read,to-read (#4),to-read,,,,0,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2022/09/13,to-read,to-read (#3),to-read,,,,0,0
56274031,Kings of Crypto: One Startup's Quest to Take Cryptocurrency Out of Silicon Valley and Onto Wall Street,Jeff John Roberts,"Roberts, Jeff John",,"=""1647820189""","=""9781647820183""",4,3.98,Harvard Business Review Press,Hardcover,236,2020,,2022/08/16,2022/08/16,,,read,,,,1,0
60794562,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",Digital Fire,"=""9354992226""","=""9789354992223""",3,3.79,Digital Fire,Kindle Edition,0,2022,1926,2022/09/03,2022/09/03,,,read,,,,1,0
6283266,A Moveable Feast,Ernest Hemingway,"Hemingway, Ernest","Patrick Hemingway, Seán Hemingway","=""""","=""""",3,4.02,,Kindle Edition,258,2009,1964,2022/08/30,2022/08/28,,,read,,,,1,0
